Exercicio;Tipo de Dívida;Modalidade da Dívida;Carteira;Tipo de Fonte;Fonte SOF Código;Fonte Recursos Código;Fonte Recursos Nome;Movimentação Financeira;Natureza Despesa Detalhada Código;Natureza Despesa Detalhada Nome; Saldo Atual 
2014;Interna;Mobiliária;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PÚBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;149758000000,00
2014;Interna;Mobiliária;MERCADO;Financeira;343;43;REFINANCIAMENTO DA DIV.PÚBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;150000000000,00
2014;Interna;Mobiliária;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PÚBL.MOBIL.FEDERAL;Principal;46907603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;71171809362,00
2014;Interna;Contratual;BACEN;Financeira;144;44;TÍTULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;3456752312,00
2014;Interna;Contratual;BACEN;Financeira;300;0;RECURSOS ORDINARIOS;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;80000,00
2014;Interna;Contratual;BACEN;Financeira;373;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;348017117,20
2014;Interna;Contratual;BACEN;Financeira;144;44;TÍTULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902201;ENCARGOS DA DIVIDA CONTRATUAL;329000,00
2014;Interna;Contratual;BACEN;Financeira;300;0;RECURSOS ORDINARIOS;Juros e Encargos;32902201;ENCARGOS DA DIVIDA CONTRATUAL;80000,00
2014;Interna;Mobiliária;BACEN;Financeira;144;44;TÍTULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;46625645812,00
2014;Interna;Mobiliária;BACEN;Financeira;152;52;RESULTADO DO BACEN;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;4863654659,00
2014;Interna;Mobiliária;BACEN;Financeira;344;44;TÍTULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;8455654000,00
2014;Interna;Contratual;BACEN;Financeira;144;44;TÍTULOS DE RESPONSABILID.DO TESOURO NACIONAL;Principal;46907101;AMORTIZACAO DA DIVIDA CONTRATUAL;61124202606,00
2014;Interna;Contratual;BACEN;Financeira;300;0;RECURSOS ORDINARIOS;Principal;46907101;AMORTIZACAO DA DIVIDA CONTRATUAL;34797,86
2014;Interna;Contratual;BACEN;Financeira;373;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Principal;46907101;AMORTIZACAO DA DIVIDA CONTRATUAL;1358233504,00
2014;Interna;Mobiliária;BACEN;Financeira;143;43;REFINANCIAMENTO DA DIV.PÚBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;152471000000,00
2014;Interna;Mobiliária;BACEN;Financeira;343;43;REFINANCIAMENTO DA DIV.PÚBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;40000000000,00
2014;Interna;Mobiliária;BACEN;Financeira;143;43;REFINANCIAMENTO DA DIV.PÚBL.MOBIL.FEDERAL;Principal;46907603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;28374658903,00
2014;Interna;Mobiliária;BACEN;Financeira;343;43;REFINANCIAMENTO DA DIV.PÚBL.MOBIL.FEDERAL;Principal;46907603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;20211486000,00
2014;Interna;Contratual;BACEN;Financeira;143;43;REFINANCIAMENTO DA DIV.PÚBL.MOBIL.FEDERAL;Principal;46907701;REFINANCIAMENTO DO PRINCIPAL - DIV.CONTRATUAL;3046576,00
2015;Externa;Contratual;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907701;REFINANCIAMENTO DO PRINCIPAL - DIV.CONTRATUAL;2501400037,00
2015;Externa;Contratual;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907702;VARIACAO CAMBIAL DIV.CONTRATUAL REFINANCIADA;3390134,00
2015;Externa;Contratual;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907703;ATUALIZ.MONET.DA DIV.CONTRATUAL REFINANCIADA;17353357,35
2015;Externa;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;505574223,30
2015;Externa;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902102;VARIACAO CAMBIAL JUROS DA DIVIDA CONTRATUAL;1043819,96
2015;Externa;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902201;ENCARGOS DA DIVIDA CONTRATUAL;72810578,25
2015;Externa;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902202;VARIACAO CAMBIAL ENCARGOS DIVIDA CONTRATUAL;3528,62
2015;Externa;Contratual;MERCADO;Financeira;343;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907703;ATUALIZ.MONET.DA DIV.CONTRATUAL REFINANCIADA;1238689,54
2015;Externa;Contratual;MERCADO;Financeira;344;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;275707,84
2015;Externa;Mobiliária;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;10580525906,00
2015;Externa;Mobiliária;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;7517669071,00
2015;Externa;Mobiliária;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902302;VARIACAO CAMBIAL DOS JUROS DA DIV.MOBILIARIA;2341722,94
2015;Externa;Mobiliária;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902304;DESAGIOS DA DIVIDA MOBILIARIA;229414705,90
2015;Interna;Contratual;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907701;REFINANCIAMENTO DO PRINCIPAL - DIV.CONTRATUAL; -   
2015;Interna;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;5746104,73
2015;Interna;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902201;ENCARGOS DA DIVIDA CONTRATUAL;392789,72
2015;Interna;Contratual;MERCADO;Financeira;280;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Principal;46907101;AMORTIZACAO DA DIVIDA CONTRATUAL;4020116,03
2015;Interna;Contratual;MERCADO;Financeira;280;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;334455,47
2015;Interna;Contratual;MERCADO;Financeira;280;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Juros e Encargos;32902201;ENCARGOS DA DIVIDA CONTRATUAL;9981,24
2015;Interna;Contratual;MERCADO;Financeira;344;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;1178170,97
2015;Interna;Contratual;MERCADO;Financeira;373;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Principal;46907101;AMORTIZACAO DA DIVIDA CONTRATUAL;1065034366,00
2015;Interna;Contratual;MERCADO;Financeira;373;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;294882127,90
2015;Interna;Mobiliária;BACEN;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;120193000000,00
2015;Interna;Mobiliária;BACEN;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;32241854669,00
2015;Interna;Mobiliária;BACEN;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;54780253154,00
2015;Interna;Mobiliária;BACEN;Financeira;152;52;RESULTADO DO BACEN;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;25000000000,00
2015;Interna;Mobiliária;BACEN;Financeira;152;52;RESULTADO DO BACEN;Principal;46907203;ATUALIZACAO MONETARIA DA DIV.MOB.RESGATADA;5000000000,00
2015;Interna;Mobiliária;BACEN;Financeira;152;52;RESULTADO DO BACEN;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;10000000000,00
2015;Interna;Mobiliária;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;203067000000,00
2015;Interna;Mobiliária;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;66851527343,00
2015;Interna;Mobiliária;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46917601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;208676067,10
2015;Interna;Mobiliária;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46917603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;57759611,55
2015;Interna;Mobiliária;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;134248000000,00
2015;Interna;Mobiliária;MERCADO;Financeira;152;52;RESULTADO DO BACEN;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;76920729891,00
2015;Interna;Mobiliária;MERCADO;Financeira;152;52;RESULTADO DO BACEN;Principal;46907203;ATUALIZACAO MONETARIA DA DIV.MOB.RESGATADA;6340206798,00
2015;Interna;Mobiliária;MERCADO;Financeira;159;59;REC.OPER.OF.CRED.-RET.REF.DIV.MED. E L.PRAZOS;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;21500000000,00
2015;Interna;Mobiliária;MERCADO;Financeira;173;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;38418768175,00
2015;Interna;Mobiliária;MERCADO;Financeira;188;88;REMUNERACAO DAS DISPONIB. DO TESOURO NACIONAL;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA; -   
2015;Interna;Mobiliária;MERCADO;Financeira;197;97;DIVIDENDOS ± UNIAO;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;5900000000,00
2015;Interna;Mobiliária;MERCADO;Financeira;329;29;RECURSOS DE CONCESSOES E PERMISSOES;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;600238000,00
2015;Interna;Mobiliária;MERCADO;Financeira;343;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;129439000000,00
2015;Interna;Mobiliária;MERCADO;Financeira;343;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;6734569592,00
2015;Interna;Mobiliária;MERCADO;Financeira;344;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;700000000,00
2015;Interna;Mobiliária;MERCADO;Financeira;359;59;REC.OPER.OF.CRED.-RET.REF.DIV.MED. E L.PRAZOS;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;166097000,00
2015;Interna;Mobiliária;MERCADO;Financeira;371;71;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.-BEA/BIB;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;92137000,00
2015;Interna;Mobiliária;MERCADO;Financeira;397;97;DIVIDENDOS ± UNIAO;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;944644000,00
2016;Interna;Mobiliária;BACEN;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;136946000000,00
2016;Interna;Mobiliária;BACEN;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;43146051474,00
2016;Interna;Mobiliária;BACEN;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;25866591112,00
2016;Interna;Mobiliária;BACEN;Financeira;152;52;RESULTADO DO BACEN;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;45024705948,00
2016;Interna;Mobiliária;BACEN;Financeira;152;52;RESULTADO DO BACEN;Principal;46907203;ATUALIZACAO MONETARIA DA DIV.MOB.RESGATADA;4975294052,00
2016;Interna;Mobiliária;BACEN;Financeira;152;52;RESULTADO DO BACEN;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;39091289588,00
2016;Interna;Mobiliária;BACEN;Financeira;352;52;RESULTADO DO BACEN;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;1816280420,00
2016;Interna;Mobiliária;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;330193000000,00
2016;Interna;Mobiliária;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;97664663483,00
2016;Interna;Mobiliária;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;103774000000,00
2016;Interna;Mobiliária;MERCADO;Financeira;152;52;RESULTADO DO BACEN;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;40000000000,00
2016;Interna;Mobiliária;MERCADO;Financeira;152;52;RESULTADO DO BACEN;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;12500000000,00
2016;Interna;Mobiliária;MERCADO;Financeira;159;59;REC.OPER.OF.CRED.-RET.REF.DIV.MED. E L.PRAZOS;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;27633625334,00
2016;Interna;Mobiliária;MERCADO;Financeira;173;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;16200000000,00
2016;Interna;Mobiliária;MERCADO;Financeira;197;97;DIVIDENDOS - UNIAO;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;4221201679,00
2016;Interna;Mobiliária;MERCADO;Financeira;343;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;38000000000,00
2016;Interna;Mobiliária;MERCADO;Financeira;352;52;RESULTADO DO BACEN;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;21359533598,00
2016;Interna;Mobiliária;MERCADO;Financeira;352;52;RESULTADO DO BACEN;Principal;46907203;ATUALIZACAO MONETARIA DA DIV.MOB.RESGATADA;5397756340,00
2016;Interna;Mobiliária;MERCADO;Financeira;352;52;RESULTADO DO BACEN;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;4600000000,00
2016;Interna;Mobiliária;MERCADO;Financeira;359;59;REC.OPER.OF.CRED.-RET.REF.DIV.MED. E L.PRAZOS;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;10392285000,00
2016;Interna;Mobiliária;MERCADO;Financeira;371;71;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.-BEA/BIB;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;2456579000,00
2016;Interna;Mobiliária;MERCADO;Financeira;373;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;974113000,00
2016;Interna;Mobiliária;MERCADO;Financeira;397;97;DIVIDENDOS - UNIAO;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;3600000000,00
2016;Interna;Contratual;BACEN;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Principal;46907101;AMORTIZACAO DA DIVIDA CONTRATUAL;88300000000,00
2016;Interna;Contratual;BACEN;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;6699999951,00
2016;Interna;Contratual;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907701;REFINANCIAMENTO DO PRINCIPAL - DIV.CONTRATUAL;508957407,20
2016;Interna;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;1318304430,00
2016;Interna;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902201;ENCARGOS DA DIVIDA CONTRATUAL;380528,64
2016;Interna;Contratual;MERCADO;Financeira;173;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Principal;46907101;AMORTIZACAO DA DIVIDA CONTRATUAL;822601189,70
2016;Interna;Contratual;MERCADO;Financeira;173;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;240833813,00
2016;Interna;Contratual;MERCADO;Financeira;280;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Principal;46907101;AMORTIZACAO DA DIVIDA CONTRATUAL;2337000,00
2016;Interna;Contratual;MERCADO;Financeira;280;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;109634,53
2016;Interna;Contratual;MERCADO;Financeira;280;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Juros e Encargos;32902201;ENCARGOS DA DIVIDA CONTRATUAL;2464,39
2016;Externa;Mobiliária;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;4622122203,00
2016;Externa;Mobiliária;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;7718607823,00
2016;Externa;Mobiliária;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902302;VARIACAO CAMBIAL DOS JUROS DA DIV.MOBILIARIA;110573712,20
2016;Externa;Mobiliária;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902304;DESAGIOS DA DIVIDA MOBILIARIA;336316527,70
2016;Externa;Mobiliária;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902401;ENCARGOS DA DIVIDA MOBILIARIA;26755783,25
2016;Externa;Contratual;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907701;REFINANCIAMENTO DO PRINCIPAL - DIV.CONTRATUAL;2767898383,00
2016;Externa;Contratual;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907702;VARIACAO CAMBIAL DIV.CONTRATUAL REFINANCIADA;50716387,17
2016;Externa;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;701943988,00
2016;Externa;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902102;VARIACAO CAMBIAL JUROS DA DIVIDA CONTRATUAL;9654340,39
2016;Externa;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902201;ENCARGOS DA DIVIDA CONTRATUAL;78732435,06
2016;Externa;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902202;VARIACAO CAMBIAL ENCARGOS DIVIDA CONTRATUAL;20270,18
2017;Interna;Mobiliária;BACEN;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;95437994854,00
2017;Interna;Mobiliária;BACEN;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;43652442768,00
